,AUTOMATIC,LOG PROB,IS_CORRECT
1108,Improvement in icat in the last few years there,-104.5656729,FALSE
1165,and it's not just uh fish that we're feeding fish,-104.5900321,TRUE
737,of the brain is quietly hard at work cleaning and,-104.5942383,TRUE
1242,in EPA DHA they're they're similar to canned tuna,-104.6436,TRUE
837,twerking was alive and well in nearly every black,-104.6642904,TRUE
624,you can see that in these videos here we're again,-104.8063388,TRUE
339,it feeling so true and now I know it's not,-104.826787,TRUE
335,to me I can't believe that you think that work,-104.8994579,TRUE
76,so if we can take cows out of the equation thing,-104.911695,FALSE
879,that in 2013 within a month of each other I,-104.9517961,TRUE
512,lives we seek out experts when it comes to our,-104.9787211,TRUE
417,I should feel think and act from here on out and,-104.9986091,TRUE
123,they're doing what fungi do best in nature they,-105.0089183,TRUE
548,a great deal more about sleep now than when Galen,-105.043663,TRUE
191,and this this is the Tipping Point this is the,-105.0506105,TRUE
857,working in a while until big freedia's tour came,-105.0573459,FALSE
720,greater amount of amyloid beta building up in,-105.1215968,TRUE
894,it was bittersweet for one I wish that a,-105.1995492,TRUE
312,giving it my all I did the 80 to 100 hour billing,-105.2398138,TRUE
1282,a net gain of marine protein and has Omega-3s,-105.2597356,TRUE
208,all of us because in my heart I'm still that,-105.282093,TRUE
104,called mycelium that are eating away at it,-105.3361449,TRUE
1029,ahead to the age of modern animal husbandry and,-105.569994,TRUE
1132,is why people in Connecticut are so so uptight,-105.587019,TRUE
1015,didn't look at it as their team Ordinary People,-105.610508,TRUE
1207,the largest finfish fishery in the United States,-105.6279974,TRUE
341,important one in my life because it gave me the,-105.9226184,TRUE
158,that material was invented in the 1950s and it,-106.0166802,TRUE
1044,metric tons out of the sea every year that's,-106.094635,TRUE
870,incorporating twerking into my performances,-106.0981655,TRUE
776,ass has been in magazines Rihanna gave my ass,-106.0982485,TRUE
1030,you'll see four turkey stocks chicken and geese,-106.1654749,FALSE
304,and maybe we rationally know that it's not the,-106.3965421,TRUE
1245,a thirtieth of the carbon as required to bring,-106.5276375,TRUE
116,we need to do this at the scale of fashion so we,-106.5592222,TRUE
926,when performed as the mapuka it's said to connect,-106.5855122,FALSE
209,nerd from the beginning and I want to know what,-106.9106703,FALSE
873,[ __ ] was happening and I liked it that way,-106.9175916,FALSE
1049,that's only half the story the other half of the,-106.9223571,TRUE
997,but after I grew up and went to college and I,-106.9231205,TRUE
1059,the biggest farmer of fish so let's look though,-106.9871345,TRUE
891,exploiting and over-sexualizing young women,-107.0128198,TRUE
98,of fungi so I'm going to assume you all,-107.0393991,TRUE
366,I'm going to ask what it would be like if,-107.1404624,FALSE
200,scientists have joined us in this journey of,-107.1743946,TRUE
601,to clearing away its waste won't work in the brain,-107.1935277,TRUE
497,communicating boundaries it's not a me versus you,-107.4097071,TRUE
865,much when I was up there I thought to myself not,-107.417819,TRUE
1233,that is a potential and if we we were to go down,-107.4990373,TRUE
364,tends to overwork to be a perfectionist or,-107.5993075,TRUE
6,who's equally shocked by this turn of events and,-107.6214738,TRUE
241,chanpacker I am a mental Wellness educator and an,-107.6216264,FALSE
1183,white fish there's many fish that get cycled into,-107.6575089,TRUE
381,you were young did you learn you had to be overly,-107.7104511,TRUE
1219,doesn't have what's called an oily fish profile it,-107.8091159,TRUE
772,my ass look fat in this like it was a bad thing,-107.8160825,TRUE
1268,water resources are limited you're growing seaweed,-107.8747783,TRUE
1019,it before 10 000 years ago when we came out of our,-107.8955679,TRUE
917,the mornings twerking leads me to stretching,-108.013885,TRUE
319,burnout cycle in 2017 my brain and body hit a wall,-108.1075191,TRUE
1222,do we do I mean first of all what about this poor,-108.1254439,TRUE
593,this guy's head one of the things that you would,-108.1996408,TRUE
422,why it's so important to do this work now doing,-108.2049828,TRUE
1198,ever sandwiched you know sells more that will,-108.2097802,TRUE
265,sure a few of us too in our heads are like,-108.2268744,TRUE
1097,the next must-consume Seafood in America,-108.2688441,TRUE
853,bootylicious because she could shake ass and,-108.3199892,TRUE
495,going to be at risk and we might either lose team,-108.3372893,FALSE
1288,with our appetites rather than our minds but if,-108.3786373,TRUE
537,to all the other parts of the body animating them,-108.4088159,TRUE
452,a realist and I know that not all of us will,-108.413064,TRUE
916,in my life in ways that I need more joy in,-108.4282899,TRUE
35,do it with science and we're going to do it,-108.5177855,FALSE
1218,doesn't do what the West wants it to do it really,-108.5495296,TRUE
43,so I started a PhD and I actually fell in love,-108.549643,TRUE
1074,is in these wild habitats in Mangrove forests and,-108.5979929,FALSE
829,from Tick Tock Trends to songs and humor we see,-108.5989556,FALSE
1247,actually get their Omega-3s by filtering the water,-108.6636009,TRUE
337,and I can't believe you can't see that either,-108.6910019,TRUE
49,okay I did too it's badass I wanted to recreate,-108.8066788,TRUE
261,into my boss's office like I would my mom and,-108.8349929,TRUE
270,kind of a newer Buzzy phrase that not many of,-108.8471675,TRUE
517,we would never look at a friend who's having a,-108.9495645,TRUE
1283,great it doesn't seem to be getting scaled up,-108.9981675,TRUE
950,to Buffy the Body when I shake this ass I,-108.9984612,TRUE
328,night before I was about to go on leave and I was,-109.0519328,TRUE
867,Big Freedia I'm the best worker in the building,-109.1008329,FALSE
745,embarrassment of dirty countertops because when it,-109.1165137,TRUE
510,reframe in that thinking a reframe in that stigma,-109.3285389,TRUE
591,at this diagram you'll see something that doesn't,-109.3571687,TRUE
1251,fish mussels and other bivalves do tremendous,-109.3776789,TRUE
437,is where I'll offer a little bit of a plot twist,-109.4749899,TRUE
854,still be seen as classy in the eyes of America and,-109.5593624,TRUE
959,experience it's Unique to my culture and it means,-109.5712004,TRUE
1285,metric tons of seafood a third of the world catch,-109.6200747,TRUE
362,and with your eyes closed I'm going to ask you,-109.7121701,FALSE
722,out that these studies don't prove that lack of,-109.7666855,TRUE
1112,try to grow tuna but tuna is a spectacularly bad,-109.8263574,TRUE
143,and when we're growing Milo we're doing this in,-109.8563251,FALSE
414,experience and wants to say okay this is what I,-109.878675,TRUE
1206,fish sandwich is made out of Alaska Pollock it's,-109.8858376,FALSE
1269,in the water you don't have to water it major,-109.9191017,TRUE
994,for all of my growing up I fished on the,-109.9464545,TRUE
1250,the Omega-3s they're only bio concentrated in,-109.95432,TRUE
866,only am I shaking ass but I'm winning and besides,-109.9736195,TRUE
666,while it's awake it's almost nothing yet in the,-110.0319967,TRUE
809,to show you were DTF or DTM down to Mary,-110.142241,FALSE
824,I kind of think I'm an expert on the subject,-110.1672993,TRUE
373,finally drop and it'd be all your fault would,-110.3676095,TRUE
549,was around we still haven't understood why it is,-110.4689703,TRUE
792,the better I got the more I fell in love with,-110.6436286,TRUE
318,overscoped life turned into burnout cycle after,-110.6617346,TRUE
1025,and goats it's true of birds too you look at the,-110.7335291,TRUE
386,get that win or accolade maybe to make up,-110.7857761,TRUE
292,a lot of us find ourselves unknowingly stuck today,-110.8163328,TRUE
764,not I have my father's shape and my mother's side,-110.852119,FALSE
765,so it's big and long I used to think that only,-110.9559894,TRUE
80,cowhide and it looks like a mess it's just this,-110.9718246,TRUE
74,it because it's strong it's soft it's beautiful it,-111.1102257,TRUE
22,when I started my journey I thought this was going,-111.1267805,FALSE
717,studies suggests that among patients who haven't,-111.2680826,TRUE
1150,it below two to one although it's a little bit of,-111.2766185,TRUE
435,about workplace burnout why aren't we talking,-111.3263001,TRUE
1,I'm a proud lifelong nerd and I have a PhD in,-111.3536844,TRUE
841,you know that one hold up y'all ain't see it,-111.4847574,FALSE
1180,that's taken out of the sea each and every year,-111.4950104,TRUE
444,to overwork or not be able to set boundaries no,-111.5205641,TRUE
770,an era where having a big ass wasn't mainstream I,-111.5329399,TRUE
498,fight but it's what we need to do to collectively,-111.5922055,TRUE
196,found that mycelium it was hiding in plain sight,-111.5952129,TRUE
1128,used to be home to a lot of wild salmon but if,-111.6219721,TRUE
960,something real to me I Twerk because I'm talented,-111.6548123,TRUE
919,isolate my cheeks I'm in downward dog namaste,-111.6727848,TRUE
546,you sleep it clears your mind and when you don't,-111.7149253,TRUE
351,otherwise wouldn't be able to make it through,-111.7764959,TRUE
1062,uh Seafood in America and in much of the West is,-111.8914752,TRUE
382,self-reliant you had to take care of everything,-111.9151659,TRUE
1090,a huge amount of bycatch that bycatch in turn,-111.9201741,TRUE
968,twerking and twerking is part of the,-111.9506097,TRUE
816,Banana Dance from jazz dance to Jitterbug from,-112.0690274,TRUE
797,where twerking came from I think everyone should,-112.1054831,TRUE
162,50 years to wait we need to solve this problem we,-112.1531463,TRUE
618,a lot like the lymphatic system doesn't it but,-112.1618323,TRUE
142,square meters of land to grow one kilogram of cow,-112.1812716,TRUE
471,says to his team he says we're not like a,-112.2358856,TRUE
354,but then when I just put it on autopilot it went,-112.3185673,TRUE
404,cognitive schemas our cognitive schemas are,-112.4008598,TRUE
697,is amyloid beta which is a protein that's made,-112.5510879,TRUE
1200,for the ocean that the hula Burger didn't win,-112.6908422,FALSE
287,however if after the Tiger has left and I'm safe,-112.7177401,TRUE
630,vessels in red and the CSF that's surrounding the,-112.71981,TRUE
122,and those mycelium are eating leftover sawdust so,-112.7415419,TRUE
1031,so it makes sense that we've had in this direction,-112.8224669,TRUE
202,coming years I think we're going to see amazing,-112.9419918,FALSE
855,that was hard to do when I moved from Houston to,-112.9625893,TRUE
521,why is it that we think we can grow or develop our,-113.0520468,TRUE
48,wanted to make Peter Parker's web Slinger it's,-113.0714602,TRUE
1028,dozens of ducks dozens of geese but telescope,-113.1281943,TRUE
1147,salmon it could take as many as six pounds of wild,-113.1529703,TRUE
11,and I'm not going to tell you which one is which,-113.1687555,TRUE
614,the CSF the CSF fills the space that surrounds the,-113.183496,TRUE
327,that haunts me from that time um it was the,-113.2111273,TRUE
922,not just self-love I mean like okay lizzo,-113.2168207,FALSE
167,you know Stella McCartney Lululemon caring and,-113.229393,FALSE
860,a bad [ __ ] if you can imagine it's incredible,-113.3517456,FALSE
295,was beneficial but that became so autopiloted in,-113.5040393,TRUE
1196,and there's going to be a slice of pineapple on,-113.5218382,FALSE
1020,caves if you look at fire pits from 10 000 years,-113.5888634,TRUE
1235,few bucks a pound or a few bucks a ton really and,-113.7379074,TRUE
839,these songs were released for twerking to finally,-113.8312254,TRUE
47,seen a Spider-Man movie you know you may have,-114.0282421,TRUE
787,here there I saw a bunch of girls my age shaking,-114.0385933,TRUE
68,inextricably linked to raising cows and not just,-114.2072611,TRUE
53,and I sent it to Stan Lee himself co-creator of,-114.2207584,TRUE
501,last tip I will offer is to see if you can find,-114.2968931,TRUE
237,knowing it which is why I'm here today to offer,-114.386487,TRUE
1144,result we've turned to aquaculture and salmon is,-114.4893174,TRUE
1287,this is what we've been going with we tend to go,-114.6940584,TRUE
1040,tremendous buildup in fishing capacity quadrupling,-114.7865863,TRUE
398,you can take a breather so I can too,-114.8102827,TRUE
831,so I want to do everything in my power to prevent,-114.8582206,FALSE
820,our blood through our bones we made twerking the,-114.894371,TRUE
491,and what the impact will be if you don't get,-114.9537687,TRUE
912,and take ownership because for me twerking is a,-114.9934416,TRUE
87,Loop it around itself or you crisscross it over,-115.023427,TRUE
890,critics blasted twerking as something that was,-115.333343,TRUE
75,plays from the runway in Paris to a rodeo in Texas,-115.3453507,TRUE
1284,it is time to scale this up if we do 30 million,-115.4337983,TRUE
957,my [ __ ] hey girl because I can because I know I,-115.4438329,FALSE
38,answers to all of Fashions materials problems are,-115.5634661,FALSE
259,not going to be in the shower one day and notice a,-115.7445683,FALSE
112,let's have a look collagen on the left mycelium,-116.3035417,TRUE
861,Big Freedia has a moment in her shows where she,-116.3201323,TRUE
1125,salmon got its plundering too but it didn't,-116.8196745,TRUE
795,with me believe it or not I know you think I,-116.9080248,TRUE
976,y'all ready come on y'all I've been waiting,-116.9787922,FALSE
701,amyloid beta builds up and Aggregates in,-116.9843736,TRUE
1151,a cheat because if you look at the way aquaculture,-117.0510907,TRUE
84,those materials they're what we call knits or,-117.2540817,TRUE
283,our needs to for example if I'm a human back in,-117.3265252,FALSE
958,look good I Twerk because it's Unique to the black,-117.5298047,TRUE
655,vessels to make it so you don't need them,-117.6343465,TRUE
878,the twerk her around the world y'all remember,-117.7294679,FALSE
902,for this reason optimism can be an allusion to the,-118.1458235,FALSE
840,become mainstream I got a test for y'all oh no no,-118.2558416,FALSE
1192,Ray Kroc um he went to Ray Crock and he said,-118.2560759,FALSE
1119,it doesn't move too much that's a great thing for,-118.419066,TRUE
258,should be separated and boundaried for example I'm,-118.4661264,TRUE
592,make a lot of sense so if we were to zoom into,-118.516819,TRUE
313,weeks the 100 plus flights a year for years on and,-118.5783324,TRUE
1188,started as halibut and it started because a local,-118.7472501,TRUE
1116,they can swim at over 40 miles an hour so pretty,-118.9425964,TRUE
977,for this one or I'm gonna show you how to do it,-119.1065845,FALSE
952,twerking ain't a trend my body is not a trend,-119.3166485,TRUE
947,I'm proud to be a twerk pioneer I'm,-119.8093085,TRUE
493,month sooner I'm going to need the help of two,-119.8339081,FALSE
998,came home in the early 90s this is what I found,-120.093585,TRUE
862,will call people on stage to twerk and she chose,-120.1734681,TRUE
88,itself and you make a fabric so if we want to make,-120.2571435,TRUE
187,is not some far-off idea that's a dream that may,-120.3404841,TRUE
693,but I haven't been very specific about the kinds,-120.448597,TRUE
910,talking about twerking and stating my facts makes,-120.4952841,TRUE
324,I knew I had to take at least a leave from work,-120.5885983,TRUE
1274,have to be fast growing it'd have to be adaptable,-120.6117744,TRUE
3,is why I never thought I'd be that guy who's,-120.8080926,TRUE
689,work week when we don't have time to get to it,-121.2388306,TRUE
739,our housework it's a dirty and a thankless job,-121.4217448,TRUE
1249,from they don't come from fish microalgae make,-121.468781,TRUE
1181,the last of the four is a kind of amorphous,-121.5220852,TRUE
704,and it's this buildup of amyloid beta that's,-121.6124449,TRUE
652,way to repurpose one set of vessels the blood,-121.753448,TRUE
522,mental health when most of us don't have the tools,-122.0676532,TRUE
1137,North Carolina sidled up to me says you know you,-122.0861077,FALSE
1256,our waterways are causing tremendous algal blooms,-122.2015066,TRUE
1271,we have the ability to create aquacultured fish,-122.3322673,TRUE
668,it's gone to sleep what we see is that the CSF is,-122.4684191,TRUE
766,asses like J Lo's or Beyonce's could be famous,-122.5607977,TRUE
1081,lost millions of Acres of coastal mangroves over,-122.9130907,TRUE
625,Imaging into the brain of Living Mice the frame on,-123.2232838,TRUE
1280,tells me we can do all that we can do it we,-123.335762,TRUE
111,and so now I'm going to show you side by side,-123.9653988,TRUE
1223,fish the cloupaids the fish that represent a huge,-124.371201,FALSE
1276,oily fish profile that EPA DHA omega-3 fatty acid,-124.6203566,TRUE
763,but you know I used to hate my ass believe it or,-124.8516283,TRUE
159,wasn't until the athleisure mega Trend 50 years,-124.9366713,TRUE
1214,protein and it's been a godsend to the third world,-125.1786003,TRUE
991,this was my team I stunk at sports I didn't,-125.2422132,FALSE
1083,has slowed but we're still in a major Mangrove,-125.4425673,TRUE
1006,when I went to fish markets in spite of where I,-125.8512125,TRUE
913,pearl of optimism it's a form of self-expression,-126.004478,TRUE
801,to me to keep the origin story of twerking alive,-126.0472417,TRUE
411,because our brains are kind of blank slates we,-126.0526848,TRUE
784,so the first time I saw twerking in person was,-126.18852,TRUE
1266,now I'm not a big fan of cattle but if you wanted,-126.5560379,TRUE
170,desire for exclusivity but I was able to come,-126.6408625,TRUE
1211,be tilapia tilapia is one of those fish nobody,-127.2514806,TRUE
846,because of Destiny's Child Bootylicious is in the,-127.352798,TRUE
1113,animal for aquaculture many people don't know,-127.3598957,TRUE
1232,Omega-3 Rich a great source for EPA and DHA so,-127.4323487,TRUE
595,in the brain but that that doesn't make a lot of,-127.4673805,TRUE
814,hips of Mal Rainey and Bessie Smith when they sang,-127.8706551,FALSE
1197,a bun but let's do this let's have a bet who's,-127.9512391,TRUE
904,talk I'm not trying to gatekeep but I'm definitely,-128.2850251,FALSE
768,felt like my body type wasn't the right one or,-128.9200649,TRUE
177,how they're supporting Milo Lululemon wove,-129.3398423,FALSE
117,don't need a little mycelium we need a lot not,-129.8380656,TRUE
1121,creature that swims at 40 miles an hour and heats,-130.3718767,TRUE
483,if you are a people pleaser who tends to overscope,-130.4615889,TRUE
282,in certain situations to delay or de-prioritize,-130.5812421,TRUE
883,Can't Stop and she was twerking in the video,-131.0937686,TRUE
1252,amounts of water filtration a single muscle can,-131.351048,TRUE
509,or psychotherapists I'll close here by offering a,-131.422699,TRUE
264,a few of us are Googling or laughing but I'm,-131.521914,FALSE
1286,stays in the water so I guess what I'm saying is,-131.7009983,TRUE
1195,it's going to work I want to do a hula burger,-131.8155165,FALSE
331,and my identity I don't know what I'm gonna do,-132.0000286,TRUE
263,at this this looks kind of weird I'm freaked out,-132.0593061,TRUE
121,and rows of pure mycelium growing in these trays,-132.3870063,TRUE
1027,200 years ago you'll see snipe Woodcock Grouse,-134.6616182,TRUE
1021,ago you'll see raccoons you'll see you know wolves,-135.3735747,TRUE
1262,things that can be high in Omega-3s can be high in,-135.8610084,TRUE
620,from inside the brain they don't just percolate,-136.0792632,TRUE
868,and just like that I was reintroduced to twerking,-137.4828229,TRUE
107,those are mycelium they're these long branched,-140.1076107,TRUE
953,I twerk for the strippers for the video vixens for,-140.4332891,TRUE
433,affect our everyday now I'm sure some of y'all,-141.8082886,TRUE
1248,of microalgae in fact that's where Omega-3s come,-146.4780865,TRUE
1080,happens to a lot of coastal Mangrove forests we've,-147.3287978,TRUE
1068,recent study that was produced out of Dalhousie,-149.8508949,TRUE
949,all hell Beyonce Nicki Minaj from Betty Boop,-152.018755,TRUE
794,finally I could twerk but twerking did not begin,-152.820878,TRUE
856,Minneapolis in the early 2010s I hadn't seen it's,-152.8244371,FALSE
473,still infers that same warmth and camaraderie but,-152.949316,TRUE
1220,doesn't have the EPA and DHA Omega-3s that we all,-153.5238304,TRUE
796,invented twerker and I didn't I want you to know,-153.8591928,FALSE
832,the Erasure of Blackness from twerking twerking is,-167.9137049,TRUE
1194,made out of halibut Ray Kroc said I don't think,-168.0737786,TRUE
